City_Country,lat,lng,city,country
"Shankar Saraiyā, Bihār - India",26.5967,84.8526,Shankar Saraiyā,India
"Kawai, Nara - Japan",34.5833,135.7333,Kawai,Japan
"Clayton, Bradford - United Kingdom",53.782,-1.8135,Clayton,United Kingdom
"Sikandra, Bihār - India",24.9564,86.0344,Sikandra,India
"Lodwar, Turkana - Kenya",3.1167,35.6,Lodwar,Kenya
"Oulad Amrane, Marrakech-Safi - Morocco",32.2833,-9.2333,Oulad Amrane,Morocco
"Guisborough, Redcar and Cleveland - United Kingdom",54.535,-1.0563,Guisborough,United Kingdom
"Brunico, Trentino-Alto Adige - Italy",46.8,11.9333,Brunico,Italy
"Bayt Ūmmar, West Bank - West Bank",31.6214,35.1022,Bayt Ūmmar,West Bank
"Ulubey, Ordu - Turkey",40.8761,37.7406,Ulubey,Turkey
"Fortuna, Maranhão - Brazil",-5.7328,-44.1578,Fortuna,Brazil
"Arai, Shizuoka - Japan",34.6833,137.5667,Arai,Japan
"Retiro, Antioquia - Colombia",6.0572,-75.5025,Retiro,Colombia
"Srīkūrmam, Andhra Pradesh - India",18.2708,84.0044,Srīkūrmam,India
"San Juan Lalana, Oaxaca - Mexico",17.4667,-95.8833,San Juan Lalana,Mexico
"Gainesville, Virginia - United States",38.7931,-77.6347,Gainesville,United States
"Andranofasika, Mahajanga - Madagascar",-16.3833,46.9,Andranofasika,Madagascar
"Zarumilla, Tumbes - Peru",-3.5014,-80.2722,Zarumilla,Peru
"L’Ancienne-Lorette, Quebec - Canada",46.8,-71.35,L’Ancienne-Lorette,Canada
"Ibititá, Bahia - Brazil",-11.5667,-41.9667,Ibititá,Brazil
"Kōrōth, Kerala - India",11.5833,75.7667,Kōrōth,India
"Aberdeen, Washington - United States",46.9757,-123.8094,Aberdeen,United States
"Rāmachandrapuran, Telangāna - India",17.4944,78.2942,Rāmachandrapuran,India
"Ughara, Bihār - India",26.0563,86.0013,Ughara,India
"Geddes, New York - United States",43.0762,-76.2252,Geddes,United States
"Serafina Corêa, Rio Grande do Sul - Brazil",-28.7119,-51.935,Serafina Corêa,Brazil
"Ginsheim-Gustavsburg, Hesse - Germany",49.9833,8.3333,Ginsheim-Gustavsburg,Germany
"Viroflay, Île-de-France - France",48.8,2.167,Viroflay,France
"Yanggezhuang, Hebei - China",39.3831,118.7119,Yanggezhuang,China
"Berga, Catalonia - Spain",42.1011,1.8439,Berga,Spain
"Meltonakkal, Kerala - India",8.6341,76.8521,Meltonakkal,India
"Bishunpura, Bihār - India",26.5436,84.4364,Bishunpura,India
"Qal’at Mgouna, Drâa-Tafilalet - Morocco",31.2414,-6.1283,Qal’at Mgouna,Morocco
"Santana do Cariri, Ceará - Brazil",-7.1833,-39.7333,Santana do Cariri,Brazil
"Cercola, Campania - Italy",40.8667,14.35,Cercola,Italy
"Bou Hanifia el Hamamat, Mascara - Algeria",35.3167,-0.05,Bou Hanifia el Hamamat,Algeria
"Dirba, Punjab - India",30.07,75.98,Dirba,India
"Puerto Caimito, Panamá Oeste - Panama",8.87,-79.72,Puerto Caimito,Panama
"Kombai, Tamil Nādu - India (9.8475, 77.296)",9.8475,77.296,Kombai,India
"Liuchuan, Guizhou - China",26.6549,108.5876,Liuchuan,China
"Mers el Kebir, Oran - Algeria",35.7286,-0.7069,Mers el Kebir,Algeria
"Balmazújváros, Hajdú-Bihar - Hungary",47.6167,21.35,Balmazújváros,Hungary
"Octeville, Normandie - France",49.6269,-1.6431,Octeville,France
"Perupālem, Andhra Pradesh - India",16.3705,81.5813,Perupālem,India
"Acoyapa, Chontales - Nicaragua",11.9667,-85.1667,Acoyapa,Nicaragua
"Hohenems, Vorarlberg - Austria",47.3667,9.6667,Hohenems,Austria
"Pozoblanco, Andalusia - Spain",38.3833,-4.85,Pozoblanco,Spain
"Dallas, Oregon - United States",44.9221,-123.313,Dallas,United States
"Myrtle Grove, Florida - United States",30.4158,-87.3027,Myrtle Grove,United States
"Garagoa, Boyacá - Colombia",5.0825,-73.3642,Garagoa,Colombia
"Upper Saucon, Pennsylvania - United States",40.5364,-75.4084,Upper Saucon,United States
"Adelphi, Maryland - United States",39.0017,-76.9649,Adelphi,United States
"Heber, Utah - United States",40.507,-111.3986,Heber,United States
"Namysłów, Opolskie - Poland",51.0728,17.7069,Namysłów,Poland
"Podporozhye, Leningradskaya Oblast’ - Russia",60.9,34.2,Podporozhye,Russia
"San José de Chiquitos, Santa Cruz - Bolivia",-17.85,-60.75,San José de Chiquitos,Bolivia
"Hünfeld, Hesse - Germany",50.6667,9.7667,Hünfeld,Germany
"Hampton Bays, New York - United States",40.8695,-72.5225,Hampton Bays,United States
"Bridgeview, Illinois - United States",41.7403,-87.8067,Bridgeview,United States
"Ashwaubenon, Wisconsin - United States",44.4796,-88.0889,Ashwaubenon,United States
"Sarıoğlan, Kayseri - Turkey",39.0769,35.9667,Sarıoğlan,Turkey
"Chavara Grāmam, Kerala - India",8.9633,76.5619,Chavara Grāmam,India
"Boki-Wéré, Ségou - Mali",14.0106,-5.6033,Boki-Wéré,Mali
"Wondelgem, Flanders - Belgium",51.0889,3.7131,Wondelgem,Belgium
"Kottapeta, Andhra Pradesh - India (15.7913, 80.377)",15.7913,80.377,Kottapeta,India
"Powder Springs, Georgia - United States",33.8659,-84.684,Powder Springs,United States
"Tibau do Sul, Rio Grande do Norte - Brazil",-6.1869,-35.0919,Tibau do Sul,Brazil
"Liuguoju, Shaanxi - China",38.2571,110.3597,Liuguoju,China
"Long’e, Guizhou - China",25.8061,109.2134,Long’e,China
"Morriston, Swansea - United Kingdom",51.6647,-3.9389,Morriston,United Kingdom
"Aubange, Wallonia - Belgium",49.5667,5.805,Aubange,Belgium
"Dalain Hob, Inner Mongolia - China",41.9645,101.0667,Dalain Hob,China
"Tekanpur, Madhya Pradesh - India",25.994,78.2832,Tekanpur,India
"Eggenstein-Leopoldshafen, Baden-Württemberg - Germany",49.0778,8.3925,Eggenstein-Leopoldshafen,Germany
"Guadalupe Victoria, Puebla - Mexico",19.2833,-97.3333,Guadalupe Victoria,Mexico
"Huruta, Oromīya - Ethiopia",8.15,39.35,Huruta,Ethiopia
"Baikatpur, Bihār - India",25.4939,85.3792,Baikatpur,India
"Mālancha, West Bengal - India",24.666,87.922,Mālancha,India
"Shingūchō-shingū, Hyōgo - Japan",34.9186,134.5493,Shingūchō-shingū,Japan
"Carovigno, Puglia - Italy",40.7,17.6667,Carovigno,Italy
"Stockerau, Niederösterreich - Austria",48.3833,16.2167,Stockerau,Austria
"Governador Celso Ramos, Santa Catarina - Brazil",-27.315,-48.5589,Governador Celso Ramos,Brazil
"Glace Bay, Nova Scotia - Canada",46.2,-59.9667,Glace Bay,Canada
"Cubellas, Catalonia - Spain",41.21,1.6736,Cubellas,Spain
"McKinleyville, California - United States",40.9488,-124.0857,McKinleyville,United States
"Tobré, Atacora - Benin",10.2,2.1333,Tobré,Benin
"Galich, Kostromskaya Oblast’ - Russia",58.3833,42.35,Galich,Russia
"Alcantara, Cebu - Philippines",9.9715,123.4047,Alcantara,Philippines
"Río Bueno, Los Ríos - Chile",-40.3167,-72.9667,Río Bueno,Chile
"Ginatilan, Cebu - Philippines",9.6,123.35,Ginatilan,Philippines
"Kronach, Bavaria - Germany",50.2411,11.3281,Kronach,Germany
"Zinapécuaro, Michoacán - Mexico",19.8603,-100.8275,Zinapécuaro,Mexico
"Carlópolis, Paraná - Brazil",-23.4167,-49.6833,Carlópolis,Brazil
"Māri‘, Ḩalab - Syria",36.4828,37.1964,Māri‘,Syria
"Fındıklı, Rize - Turkey",41.1333,41.0167,Fındıklı,Turkey
"Massé, Plateau - Benin",7.1578,2.5436,Massé,Benin
"Iziaslav, Khmelnytska Oblast - Ukraine",50.1167,26.8,Iziaslav,Ukraine
"Nāranattenvanpatti, Tamil Nādu - India",9.7233,77.3099,Nāranattenvanpatti,India
"Nidgundi, Karnātaka - India",16.3583,75.931,Nidgundi,India
"Sidi Daoud, Boumerdes - Algeria",36.85,3.85,Sidi Daoud,Algeria
"High Blantyre, South Lanarkshire - United Kingdom",55.7936,-4.0919,High Blantyre,United Kingdom
"Pallikapuzha, Kerala - India",8.8412,76.8007,Pallikapuzha,India
"Douar Lamjaara, Tanger-Tétouan-Al Hoceïma - Morocco",34.6147,-5.2887,Douar Lamjaara,Morocco
"Rāmāyampet, Telangāna - India",18.1166,78.4298,Rāmāyampet,India
"Dehāqān, Eşfahān - Iran",31.9386,51.6475,Dehāqān,Iran
"Laconia, New Hampshire - United States",43.5725,-71.4775,Laconia,United States
"Tubaran, Lanao del Sur - Philippines",7.72,124.17,Tubaran,Philippines
"Dazhangzicun, Hebei - China",40.6239,118.1081,Dazhangzicun,China
"Dazhangzi, Hebei - China",40.7463,118.1318,Dazhangzi,China
"Dhulkot, Madhya Pradesh - India",21.6095,75.5522,Dhulkot,India
"Belle Glade, Florida - United States",26.6916,-80.6656,Belle Glade,United States
"Aklanpa, Collines - Benin",8.1684,2.232,Aklanpa,Benin
"Navalmoral de la Mata, Extremadura - Spain",39.8983,-5.5403,Navalmoral de la Mata,Spain
"Fetromby, Toamasina - Madagascar",-18.5833,48.9167,Fetromby,Madagascar
"Bruckmühl, Bavaria - Germany",47.8833,11.9167,Bruckmühl,Germany
"Khed, Mahārāshtra - India",17.7178,73.3939,Khed,India
"Santa Teresa, Carazo - Nicaragua",11.7333,-86.2167,Santa Teresa,Nicaragua
"Colonial Park, Pennsylvania - United States",40.2987,-76.8069,Colonial Park,United States
"Ngara, Kagera - Tanzania",-2.5122,30.6558,Ngara,Tanzania
"Morteros, Córdoba - Argentina",-30.7,-62.0,Morteros,Argentina
"São João dos Poleiros, Maranhão - Brazil",-5.1139,-43.81,São João dos Poleiros,Brazil
"Farmingville, New York - United States",40.839,-73.0404,Farmingville,United States
"Vatutine, Cherkaska Oblast - Ukraine",49.0119,31.0714,Vatutine,Ukraine
"Soumagne, Wallonia - Belgium",50.6167,5.75,Soumagne,Belgium
"Vīrapāndi, Tamil Nādu - India (11.1723, 76.9692)",11.1723,76.9692,Vīrapāndi,India
"Ettaiyāpuram, Tamil Nādu - India",9.1474,77.9928,Ettaiyāpuram,India
"Mājra, Haryāna - India",28.667,76.456,Mājra,India
"New Milford, New Jersey - United States",40.9337,-74.0196,New Milford,United States
"Miqiao, Gansu - China",35.4991,108.2949,Miqiao,China
"Heidenau, Saxony - Germany",50.9833,13.8667,Heidenau,Germany
"Azaourissè, Ouémé - Benin",6.6944,2.5075,Azaourissè,Benin
"Chambellan, Grand’Anse - Haiti",18.5667,-74.3167,Chambellan,Haiti
"Laferrière, Grand’Anse - Haiti",18.5667,-74.3167,Laferrière,Haiti
"Zhukovka, Bryanskaya Oblast’ - Russia",53.5333,33.7333,Zhukovka,Russia
"Ighram, Tizi Ouzou - Algeria",36.4667,4.5167,Ighram,Algeria
"Bermeo, Basque Country - Spain",43.42,-2.7264,Bermeo,Spain
"Benešov, Středočeský Kraj - Czechia",49.7828,14.6886,Benešov,Czechia
"La Quiaca, Jujuy - Argentina",-22.1042,-65.5972,La Quiaca,Argentina
"Sada, Galicia - Spain",43.35,-8.25,Sada,Spain
"Agaram, Tamil Nādu - India",10.4433,77.9485,Agaram,India
"Boa Vista do Tupim, Bahia - Brazil",-12.66,-40.6089,Boa Vista do Tupim,Brazil
"Annonay, Auvergne-Rhône-Alpes - France",45.2408,4.6714,Annonay,France
"Pleszew, Wielkopolskie - Poland",51.8833,17.7833,Pleszew,Poland
"Bédigoazon, Montagnes - Côte d’Ivoire",6.5667,-7.7833,Bédigoazon,Côte d’Ivoire
"Lamas, San Martín - Peru",-6.4167,-76.5333,Lamas,Peru
"Ashmyany, Hrodzyenskaya Voblasts’ - Belarus",54.425,25.9375,Ashmyany,Belarus
"Colesberg, Northern Cape - South Africa",-30.7167,25.1,Colesberg,South Africa
"Canutama, Amazonas - Brazil",-6.5339,-64.3828,Canutama,Brazil
"Thale, Saxony-Anhalt - Germany",51.75,11.05,Thale,Germany
"Hosakote, Karnātaka - India",14.2817,77.1742,Hosakote,India
"Marion, Illinois - United States",37.7345,-88.942,Marion,United States
"Le Pré-Saint-Gervais, Île-de-France - France",48.8833,2.4,Le Pré-Saint-Gervais,France
"Bambara-Maoundé, Tombouctou - Mali",15.8519,-2.7861,Bambara-Maoundé,Mali
"Nerang, Queensland - Australia",-27.9902,153.3358,Nerang,Australia
"Japaratuba, Sergipe - Brazil",-10.5928,-36.94,Japaratuba,Brazil
"Nerviano, Lombardy - Italy",45.55,8.9833,Nerviano,Italy
"Pampa, Texas - United States",35.5479,-100.9651,Pampa,United States
"Mount Vernon, Ohio - United States",40.3854,-82.4737,Mount Vernon,United States
"Jāsk, Hormozgān - Iran",25.6531,57.7817,Jāsk,Iran
"Alfajayucan, Hidalgo - Mexico",20.4,-99.35,Alfajayucan,Mexico
"Ban Tha Mai I, Chiang Mai - Thailand",18.7461,98.9819,Ban Tha Mai I,Thailand
"Moraga, California - United States",37.8439,-122.1225,Moraga,United States
"Latifpur, Dhaka - Bangladesh",24.1181,90.1478,Latifpur,Bangladesh
"Sāyarpuram, Tamil Nādu - India",8.6822,78.0265,Sāyarpuram,India
"Linnei, Yunlin - Taiwan",23.7591,120.6184,Linnei,Taiwan
"Korem, Tigray - Ethiopia",12.5,39.5167,Korem,Ethiopia
"Maltby, Rotherham - United Kingdom",53.426,-1.21,Maltby,United Kingdom
"Rāmpur Jalālpur, Bihār - India",25.6712,85.8606,Rāmpur Jalālpur,India
"Rubano, Veneto - Italy",45.4333,11.7833,Rubano,Italy
"Lerum, Västra Götaland - Sweden",57.7667,12.3,Lerum,Sweden
"Sliema, Sliema - Malta",35.9122,14.5042,Sliema,Malta
"Pulimel, Kerala - India",9.3,76.5833,Pulimel,India
"Janakkala, Kanta-Häme - Finland",60.9167,24.65,Janakkala,Finland
"Bitburg, Rhineland-Palatinate - Germany",49.9667,6.5333,Bitburg,Germany
"Defiance, Ohio - United States",41.2813,-84.3657,Defiance,United States
"São Pedro do Sul, Viseu - Portugal",40.75,-8.0667,São Pedro do Sul,Portugal
"Pran Buri, Prachuap Khiri Khan - Thailand",12.3939,99.9159,Pran Buri,Thailand
"Finnentrop, North Rhine-Westphalia - Germany",51.1667,7.9667,Finnentrop,Germany
"Madanpur, Bihār - India (26.2103, 87.5141)",26.2103,87.5141,Madanpur,India
"Braunstone, Leicestershire - United Kingdom",52.616,-1.175,Braunstone,United Kingdom
"Fiorano Modenese, Emilia-Romagna - Italy",44.5333,10.8167,Fiorano Modenese,Italy
"Bostonia, California - United States",32.8189,-116.948,Bostonia,United States
"Haslingden, Lancashire - United Kingdom",53.705,-2.328,Haslingden,United Kingdom
"Auburn, Massachusetts - United States",42.1972,-71.8453,Auburn,United States
"Boden, Norrbotten - Sweden",65.8256,21.6906,Boden,Sweden
"Azeffoun, Tizi Ouzou - Algeria",36.9,4.4167,Azeffoun,Algeria
"Meiti, Manipur - India",24.2477,94.3031,Meiti,India
"Damascus, Maryland - United States",39.2701,-77.1957,Damascus,United States
"North Hykeham, Lincolnshire - United Kingdom",53.1833,-0.5875,North Hykeham,United Kingdom
"Shāhkot, Punjab - India",31.08,75.34,Shāhkot,India
"Bhawānīpur, Bihār - India (25.3944, 87.1264)",25.3944,87.1264,Bhawānīpur,India
"Hot Springs Village, Arkansas - United States",34.6566,-92.9643,Hot Springs Village,United States
"Aïn Feka, Djelfa - Algeria",35.4333,3.5833,Aïn Feka,Algeria
"Xixinzhuangzhen, Shanxi - China",37.0165,111.4908,Xixinzhuangzhen,China
"Belaya Glina, Krasnodarskiy Kray - Russia",46.0833,40.8583,Belaya Glina,Russia
"Vallegrande, Santa Cruz - Bolivia",-18.4833,-64.1,Vallegrande,Bolivia
"Wittenberge, Brandenburg - Germany",53.0,11.75,Wittenberge,Germany
"Lillerød, Hovedstaden - Denmark",55.8681,12.3417,Lillerød,Denmark
"Acharipallam, Tamil Nādu - India",8.17,77.3698,Acharipallam,India
"Devizes, Wiltshire - United Kingdom",51.3528,-1.9958,Devizes,United Kingdom
"Tsuiki, Fukuoka - Japan",33.6561,131.0561,Tsuiki,Japan
"Hrubieszów, Lubelskie - Poland",50.8167,23.8833,Hrubieszów,Poland
"Trzcianka, Wielkopolskie - Poland",53.05,16.4667,Trzcianka,Poland
"Montceau-les-Mines, Bourgogne-Franche-Comté - France",46.6678,4.3697,Montceau-les-Mines,France
"Saltash, Cornwall - United Kingdom",50.408,-4.212,Saltash,United Kingdom
"Vechūr, Kerala - India",9.6667,76.4167,Vechūr,India
"Mattoon, Illinois - United States",39.4774,-88.3623,Mattoon,United States
"Upper Chichester, Pennsylvania - United States",39.8414,-75.4421,Upper Chichester,United States
"Washougal, Washington - United States",45.5825,-122.3451,Washougal,United States
"Haslemere, Surrey - United Kingdom",51.09,-0.712,Haslemere,United Kingdom
"Achaljāmu, Jhārkhand - India",24.0243,85.8306,Achaljāmu,India
"Ratba, Fès-Meknès - Morocco",34.7833,-4.9333,Ratba,Morocco
"Orăştie, Hunedoara - Romania",45.85,23.2,Orăştie,Romania
"Brixham, Devon - United Kingdom",50.394,-3.516,Brixham,United Kingdom
"Yabuki, Fukushima - Japan",37.2013,140.3386,Yabuki,Japan
"Salinas de Hidalgo, San Luis Potosí - Mexico",22.628,-101.7156,Salinas de Hidalgo,Mexico
"Gemert, Noord-Brabant - Netherlands",51.5558,5.6867,Gemert,Netherlands
"Bhainsoda, Rājasthān - India",24.4427,75.8403,Bhainsoda,India
"Makīnsk, Aqmola - Kazakhstan",52.6292,70.4169,Makīnsk,Kazakhstan
"Asten, Noord-Brabant - Netherlands",51.4,5.75,Asten,Netherlands
"Dongjiangshui, Gansu - China",33.3787,104.9516,Dongjiangshui,China
"Saint Ives, Cambridgeshire - United Kingdom",52.3344,-0.0761,Saint Ives,United Kingdom
"Kadikkād, Kerala - India",10.6667,75.9667,Kadikkād,India
"Iglino, Bashkortostan - Russia",54.8383,56.4231,Iglino,Russia
"Long Beach, Mississippi - United States",30.3608,-89.1651,Long Beach,United States
"Sidi Lamine, Béni Mellal-Khénifra - Morocco",32.9,-6.05,Sidi Lamine,Morocco
"Bad Lippspringe, North Rhine-Westphalia - Germany",51.7833,8.8167,Bad Lippspringe,Germany
"Vazhani, Kerala - India",10.5917,76.5333,Vazhani,India
"Baronissi, Campania - Italy",40.7462,14.7705,Baronissi,Italy
"Minamichita, Aichi - Japan",34.7151,136.9298,Minamichita,Japan
"Daireaux, Buenos Aires - Argentina",-36.6,-61.75,Daireaux,Argentina
"Altıntaş, Kütahya - Turkey",39.0615,30.1099,Altıntaş,Turkey
"Kodikulam, Tamil Nādu - India",9.9932,79.2007,Kodikulam,India
"Wyckoff, New Jersey - United States",40.9989,-74.1676,Wyckoff,United States
"Cerea, Veneto - Italy",45.2,11.2167,Cerea,Italy
"Keetmanshoop, ǁKaras - Namibia",-26.5786,18.1333,Keetmanshoop,Namibia
"Rijen, Noord-Brabant - Netherlands",51.5833,4.95,Rijen,Netherlands
"Busolwe, Butaleja - Uganda",0.8492,33.9269,Busolwe,Uganda
"Druzhba, Xorazm - Uzbekistan",41.2222,61.3067,Druzhba,Uzbekistan
"Maroochydore, Queensland - Australia",-26.6553,153.0932,Maroochydore,Australia
"Astara, Astara - Azerbaijan",38.4561,48.8786,Astara,Azerbaijan
"Montornés del Vallés, Catalonia - Spain",41.5333,2.2667,Montornés del Vallés,Spain
"Beinan, Taitung - Taiwan",22.7833,121.1167,Beinan,Taiwan
"Ambarès-et-Lagrave, Nouvelle-Aquitaine - France",44.9258,-0.4853,Ambarès-et-Lagrave,France
"Sinūnī, Nīnawá - Iraq",36.4575,41.7061,Sinūnī,Iraq
"Kaliro, Kaliro - Uganda",0.8944,33.4994,Kaliro,Uganda
"Puliyankunnu, Kerala - India",9.412,76.41,Puliyankunnu,India
"Marib, Ma’rib - Yemen",15.4606,45.3261,Marib,Yemen
"San Julián, Jalisco - Mexico",21.0167,-102.1667,San Julián,Mexico
"Famy, Laguna - Philippines",14.43,121.45,Famy,Philippines
"Sierre, Valais - Switzerland",46.3,7.5333,Sierre,Switzerland
"Roxana, Limón - Costa Rica",10.3586,-83.6738,Roxana,Costa Rica
"Kāmavarapukota, Andhra Pradesh - India",17.0031,81.1219,Kāmavarapukota,India
"Weehawken, New Jersey - United States",40.7677,-74.0168,Weehawken,United States
"San Roque, Antioquia - Colombia",6.4853,-75.0197,San Roque,Colombia
"Cestas, Nouvelle-Aquitaine - France",44.7453,-0.6811,Cestas,France
"Tromsdalen, Troms og Finnmark - Norway",69.6442,18.9992,Tromsdalen,Norway
"San Francisco, Petén - Guatemala",16.7833,-89.9361,San Francisco,Guatemala
"São Paulo do Potengi, Rio Grande do Norte - Brazil",-5.9167,-35.75,São Paulo do Potengi,Brazil
"Fazakerley, Liverpool - United Kingdom",53.4676,-2.9408,Fazakerley,United Kingdom
"El Rosario, La Paz - El Salvador",13.5,-89.0333,El Rosario,El Salvador
"Sudak, Krym, Avtonomna Respublika - Ukraine",44.8514,34.9725,Sudak,Ukraine
"Batuco, Región Metropolitana - Chile",-33.2308,-70.8089,Batuco,Chile
"Kauhava, Etelä-Pohjanmaa - Finland",63.1,23.0667,Kauhava,Finland
"Truckee, California - United States",39.3455,-120.1848,Truckee,United States
"Orta Nova, Puglia - Italy",41.3308,15.7114,Orta Nova,Italy
"Pionki, Mazowieckie - Poland",51.4833,21.45,Pionki,Poland
"Villeneuve-Loubet, Provence-Alpes-Côte d’Azur - France",43.6589,7.1222,Villeneuve-Loubet,France
"Tsundupalle, Andhra Pradesh - India",13.9809,78.9152,Tsundupalle,India
"Solothurn, Solothurn - Switzerland",47.2167,7.5333,Solothurn,Switzerland
"Palmetto Estates, Florida - United States",25.6211,-80.3616,Palmetto Estates,United States
"Říčany, Středočeský Kraj - Czechia",49.9919,14.6556,Říčany,Czechia
"Windlesham, Surrey - United Kingdom",51.36,-0.66,Windlesham,United Kingdom
"Vila Bela da Santíssima Trindade, Mato Grosso - Brazil",-15.0078,-59.9508,Vila Bela da Santíssima Trindade,Brazil
"Latsia, Lefkosía - Cyprus",35.1,33.3667,Latsia,Cyprus
"Buntok, Kalimantan Tengah - Indonesia",-1.719,114.8448,Buntok,Indonesia
"Sunland Park, New Mexico - United States",31.8201,-106.5958,Sunland Park,United States
"Ouaouzgane, Tanger-Tétouan-Al Hoceïma - Morocco",35.0167,-4.5167,Ouaouzgane,Morocco
"Posoltega, Chinandega - Nicaragua",12.55,-86.9833,Posoltega,Nicaragua
"Connahs Quay, Flintshire - United Kingdom",53.218,-3.057,Connahs Quay,United Kingdom
"’Aïn Abessa, Sétif - Algeria",36.3,5.295,’Aïn Abessa,Algeria
"Masamagrell, Valencia - Spain",39.5703,-0.33,Masamagrell,Spain
"Maşīf Sarsink, Dahūk - Iraq",37.0333,43.3333,Maşīf Sarsink,Iraq
"Dhobauli, Bihār - India",25.4008,86.1885,Dhobauli,India
"Bāuria, West Bengal - India",22.4521,88.1853,Bāuria,India
"Puerto Carreño, Vichada - Colombia",6.1903,-67.4836,Puerto Carreño,Colombia
"Humacao, Puerto Rico - Puerto Rico",18.152,-65.8204,Humacao,Puerto Rico
"Attappampatti, Tamil Nādu - India",11.482,78.0248,Attappampatti,India
"Eğirdir, Isparta - Turkey",37.875,30.8506,Eğirdir,Turkey
"Havelock, North Carolina - United States",34.9078,-76.8987,Havelock,United States
"Yağlıdere, Giresun - Turkey",40.8572,38.6325,Yağlıdere,Turkey
"Young, Río Negro - Uruguay",-32.7,-57.6333,Young,Uruguay
"El Piñón, Magdalena - Colombia",10.3333,-74.6667,El Piñón,Colombia
